,Equity Name,Trade,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,Position Size,PNL,% PNL,Exit Type,Holding Period
24,RELIANCE,Long Closed,2002-09-12,39.89,2002-10-15,37.47,1253.0,49980.166,-3032.26,-6.067,Exit Trigger,33 days
25,RELIANCE,Long Closed,2002-11-19,42.06,2003-01-29,47.97,1188.0,49970.014,7021.08,14.051,Exit Trigger,71 days
26,RELIANCE,Long Closed,2003-03-05,44.96,2003-03-27,43.77,1112.0,49990.717,-1323.28,-2.647,Exit Trigger,22 days
27,RELIANCE,Long Closed,2003-04-15,45.33,2003-04-21,43.32,1102.0,49958.904,-2215.02,-4.434,Exit Trigger,6 days
28,RELIANCE,Long Closed,2003-06-06,48.74,2004-03-16,83.55,1025.0,49957.204,35680.25,71.422,Exit Trigger,284 days
29,RELIANCE,Long Closed,2004-04-27,86.65,2004-05-10,81.96,577.0,49995.114,-2706.13,-5.413,Exit Trigger,13 days
30,RELIANCE,Long Closed,2004-07-30,73.51,2004-12-01,80.92,680.0,49987.066,5038.8,10.08,Exit Trigger,124 days
31,RELIANCE,Long Closed,2005-01-18,79.39,2005-04-19,81.08,629.0,49936.3,1063.01,2.129,Exit Trigger,91 days
32,RELIANCE,Long Closed,2005-06-16,89.28,2006-06-13,220.41,560.0,49995.112,73432.8,146.88,Exit Trigger,362 days
33,RELIANCE,Long Closed,2006-07-12,256.62,2006-08-21,261.27,194.0,49783.799,902.1,1.812,Exit Trigger,40 days
34,RELIANCE,Long Closed,2006-08-22,267.46,2007-01-09,320.66,186.0,49748.433,9895.2,19.89,Exit Trigger,140 days
35,RELIANCE,Long Closed,2007-01-12,324.1,2007-03-19,322.22,154.0,49911.838,-289.52,-0.58,Exit Trigger,66 days
36,RELIANCE,Long Closed,2007-04-17,362.81,2008-01-31,612.2,137.0,49705.095,34166.43,68.738,Exit Trigger,289 days
37,RELIANCE,Long Closed,2008-04-23,646.87,2008-06-09,540.38,77.0,49808.863,-8199.73,-16.462,Exit Trigger,47 days
38,RELIANCE,Long Closed,2008-08-12,579.51,2008-09-15,467.99,86.0,49837.588,-9590.72,-19.244,Exit Trigger,34 days
39,RELIANCE,Long Closed,2008-12-31,310.56,2009-02-05,329.13,161.0,49999.555,2989.77,5.98,Exit Trigger,36 days
40,RELIANCE,Long Closed,2009-02-10,343.96,2009-03-19,331.36,145.0,49874.863,-1827.0,-3.663,Exit Trigger,37 days
41,RELIANCE,Long Closed,2009-03-24,359.11,2009-07-08,459.51,139.0,49916.084,13955.6,27.958,Exit Trigger,106 days
42,RELIANCE,Long Closed,2009-08-25,486.69,2009-11-06,477.97,102.0,49642.044,-889.44,-1.792,Exit Trigger,73 days
43,RELIANCE,Long Closed,2009-12-03,547.26,2010-02-05,482.92,91.0,49800.889,-5854.94,-11.757,Exit Trigger,64 days
44,RELIANCE,Long Closed,2010-03-29,546.67,2010-05-12,532.97,91.0,49746.802,-1246.7,-2.506,Exit Trigger,44 days
45,RELIANCE,Long Closed,2010-06-25,520.07,2010-08-05,505.19,96.0,49926.744,-1428.48,-2.861,Exit Trigger,41 days
46,RELIANCE,Long Closed,2010-10-04,502.71,2010-12-01,487.88,99.0,49768.271,-1468.17,-2.95,Exit Trigger,58 days
47,RELIANCE,Long Closed,2011-01-05,534.93,2011-01-27,478.46,93.0,49748.433,-5251.71,-10.557,Exit Trigger,22 days
48,RELIANCE,Long Closed,2011-03-16,517.59,2011-05-06,472.03,96.0,49689.0,-4373.76,-8.802,Exit Trigger,51 days
49,RELIANCE,Long Closed,2011-09-28,396.12,2011-12-02,394.76,126.0,49911.142,-171.36,-0.343,Exit Trigger,65 days
50,RELIANCE,Long Closed,2012-02-02,413.58,2012-03-22,379.35,120.0,49629.562,-4107.6,-8.277,Exit Trigger,49 days
51,RELIANCE,Long Closed,2012-06-26,355.38,2012-11-07,397.23,140.0,49753.389,5859.0,11.776,Exit Trigger,134 days
52,RELIANCE,Long Closed,2012-12-20,417.02,2013-02-28,414.67,119.0,49625.622,-279.65,-0.564,Exit Trigger,70 days
53,RELIANCE,Long Closed,2013-05-21,411.65,2013-06-25,396.1,121.0,49809.406,-1881.55,-3.777,Exit Trigger,35 days
54,RELIANCE,Long Closed,2013-07-03,426.21,2013-08-23,403.03,117.0,49866.565,-2712.06,-5.439,Exit Trigger,51 days
55,RELIANCE,Long Closed,2013-09-26,419.35,2013-12-02,422.5,119.0,49902.647,374.85,0.751,Exit Trigger,67 days
56,RELIANCE,Long Closed,2014-01-02,439.68,2014-01-10,420.19,113.0,49684.094,-2202.37,-4.433,Exit Trigger,8 days
57,RELIANCE,Long Closed,2014-01-13,430.05,2014-01-29,420.91,116.0,49885.636,-1060.24,-2.125,Exit Trigger,16 days
58,RELIANCE,Long Closed,2014-03-21,449.24,2014-07-09,496.3,111.0,49865.822,5223.66,10.475,Exit Trigger,110 days
59,RELIANCE,Long Closed,2014-09-09,511.2,2014-09-30,459.64,97.0,49586.816,-5001.32,-10.086,Exit Trigger,21 days
60,RELIANCE,Long Closed,2014-11-25,487.92,2014-12-17,428.56,102.0,49768.346,-6054.72,-12.166,Exit Trigger,22 days
61,RELIANCE,Long Closed,2015-02-12,449.74,2015-03-10,430.4,111.0,49920.8,-2146.74,-4.3,Exit Trigger,26 days
62,RELIANCE,Long Closed,2015-04-28,433.24,2015-08-20,475.47,115.0,49822.978,4856.45,9.747,Exit Trigger,114 days
63,RELIANCE,Long Closed,2015-10-23,477.45,2016-02-15,454.69,104.0,49654.722,-2367.04,-4.767,Exit Trigger,115 days
64,RELIANCE,Long Closed,2016-03-22,513.63,2016-05-11,481.34,97.0,49822.235,-3132.13,-6.287,Exit Trigger,50 days
65,RELIANCE,Long Closed,2016-07-05,488.42,2016-11-09,470.54,102.0,49818.866,-1823.76,-3.661,Exit Trigger,127 days
66,RELIANCE,Long Closed,2016-12-27,519.01,2017-02-09,509.17,96.0,49824.516,-944.64,-1.896,Exit Trigger,44 days
67,RELIANCE,Long Closed,2017-02-27,589.66,2017-05-29,662.22,84.0,49531.489,6095.04,12.305,Exit Trigger,91 days
68,RELIANCE,Long Closed,2017-06-27,709.28,2017-12-28,916.56,70.0,49649.376,14509.6,29.224,Exit Trigger,184 days
69,RELIANCE,Long Closed,2018-01-10,934.15,2018-02-23,916.71,53.0,49509.699,-924.32,-1.867,Exit Trigger,44 days
70,RELIANCE,Long Closed,2018-04-25,964.51,2018-06-11,977.83,51.0,49189.88,679.32,1.381,Exit Trigger,47 days
71,RELIANCE,Long Closed,2018-06-19,1004.38,2018-10-10,1083.63,49.0,49214.593,3883.25,7.89,Exit Trigger,113 days
72,RELIANCE,Long Closed,2018-12-07,1118.84,2019-01-11,1097.2,44.0,49229.157,-952.16,-1.934,Exit Trigger,35 days
73,RELIANCE,Long Closed,2019-01-23,1221.72,2019-05-21,1319.69,40.0,48868.774,3918.8,8.019,Exit Trigger,118 days
74,RELIANCE,Long Closed,2019-09-11,1211.02,2019-09-20,1176.8,41.0,49651.851,-1403.02,-2.826,Exit Trigger,9 days
75,RELIANCE,Long Closed,2019-09-30,1297.7,2020-01-21,1514.25,38.0,49312.566,8228.9,16.687,Exit Trigger,113 days
76,RELIANCE,Long Closed,2020-05-04,1426.48,2020-10-29,1997.0,35.0,49926.744,19968.2,39.995,Exit Trigger,178 days
77,RELIANCE,Long Closed,2021-01-05,1969.0,2021-01-11,1938.8,25.0,49225.0,-755.0,-1.534,Exit Trigger,6 days
78,RELIANCE,Long Closed,2021-01-22,2111.0,2021-01-28,1880.15,23.0,48553.0,-5309.55,-10.936,Exit Trigger,6 days
79,RELIANCE,Long Closed,2021-02-16,2039.75,2021-02-22,2080.0,24.0,48954.0,966.0,1.973,Exit Trigger,6 days
80,RELIANCE,Long Closed,2021-02-24,2030.0,2021-04-13,1924.0,24.0,48720.0,-2544.0,-5.222,Exit Trigger,48 days
81,RELIANCE,Long Closed,2021-06-03,2221.0,2021-07-23,2134.45,22.0,48862.0,-1904.1,-3.897,Exit Trigger,50 days
82,RELIANCE,Long Closed,2021-08-27,2237.0,2021-11-24,2380.0,22.0,49214.0,3146.0,6.392,Exit Trigger,89 days
83,RELIANCE,Long Closed,2022-01-19,2530.0,2022-02-15,2351.2,19.0,48070.0,-3397.2,-7.067,Exit Trigger,27 days
84,RELIANCE,Long Closed,2022-03-29,2638.0,2022-05-27,2593.05,18.0,47484.0,-809.1,-1.704,Exit Trigger,59 days
85,RELIANCE,Long Closed,2022-06-13,2650.0,2022-07-01,2574.9,18.0,47700.0,-1351.8,-2.834,Exit Trigger,18 days
86,TCS,Long Closed,2002-09-10,40.94,2002-10-03,37.25,1221.0,49984.688,-4505.49,-9.014,Exit Trigger,23 days
87,TCS,Long Closed,2002-11-26,42.62,2003-02-07,50.14,1173.0,49999.125,8820.96,17.642,Exit Trigger,73 days
88,TCS,Long Closed,2004-05-07,116.25,2004-07-15,91.75,430.0,49987.5,-10535.0,-21.075,Exit Trigger,69 days
89,TCS,Long Closed,2004-07-16,93.72,2005-04-21,140.62,533.0,49955.424,24997.7,50.04,Exit Trigger,279 days
90,TCS,Long Closed,2005-06-13,159.38,2005-08-29,171.25,313.0,49884.375,3715.31,7.448,Exit Trigger,77 days
91,TCS,Long Closed,2005-09-09,168.88,2005-11-09,184.62,296.0,49987.0,4659.04,9.321,Exit Trigger,61 days
92,TCS,Long Closed,2005-11-18,189.0,2006-02-08,208.25,264.0,49896.0,5082.0,10.185,Exit Trigger,82 days
93,TCS,Long Closed,2006-03-07,217.52,2006-06-01,228.12,229.0,49812.081,2427.4,4.873,Exit Trigger,86 days
94,TCS,Long Closed,2006-07-21,224.75,2007-03-08,297.5,222.0,49894.5,16150.5,32.369,Exit Trigger,230 days
95,TCS,Long Closed,2007-05-08,317.5,2007-06-04,307.0,157.0,49847.5,-1648.5,-3.307,Exit Trigger,27 days
96,TCS,Long Closed,2007-10-19,286.96,2007-11-13,240.96,174.0,49931.474,-8004.0,-16.03,Exit Trigger,25 days
97,TCS,Long Closed,2007-12-26,278.75,2008-01-22,203.68,179.0,49896.25,-13437.53,-26.931,Exit Trigger,27 days
98,TCS,Long Closed,2008-04-21,252.25,2008-06-24,212.5,198.0,49945.5,-7870.5,-15.758,Exit Trigger,64 days
99,TCS,Long Closed,2008-09-04,211.25,2008-09-18,182.0,236.0,49855.0,-6903.0,-13.846,Exit Trigger,14 days
100,TCS,Long Closed,2009-02-03,123.25,2009-02-05,125.0,405.0,49916.25,708.75,1.42,Exit Trigger,2 days
101,TCS,Long Closed,2009-03-31,131.25,2010-05-05,375.0,380.0,49875.0,92625.0,185.714,Exit Trigger,400 days
102,TCS,Long Closed,2010-06-25,387.9,2011-02-22,561.33,128.0,49651.199,22199.04,44.71,Exit Trigger,242 days
103,TCS,Long Closed,2011-04-08,598.45,2011-05-25,574.55,83.0,49671.351,-1983.7,-3.994,Exit Trigger,47 days
104,TCS,Long Closed,2011-07-04,596.5,2011-07-13,575.0,83.0,49509.5,-1784.5,-3.604,Exit Trigger,9 days
105,TCS,Long Closed,2011-07-20,575.0,2011-07-29,566.5,86.0,49450.0,-731.0,-1.478,Exit Trigger,9 days
106,TCS,Long Closed,2011-10-10,524.0,2012-01-25,547.45,95.0,49780.0,2227.75,4.475,Exit Trigger,107 days
107,TCS,Long Closed,2012-02-17,617.42,2012-03-30,572.75,80.0,49393.999,-3573.6,-7.235,Exit Trigger,42 days
108,TCS,Long Closed,2012-05-14,613.65,2012-07-26,606.5,81.0,49705.652,-579.15,-1.165,Exit Trigger,73 days
109,TCS,Long Closed,2012-08-22,647.95,2012-10-16,648.5,77.0,49892.151,42.35,0.085,Exit Trigger,55 days
110,TCS,Long Closed,2012-12-05,650.0,2012-12-07,638.33,76.0,49400.0,-886.92,-1.795,Exit Trigger,2 days
111,TCS,Long Closed,2013-01-18,681.25,2013-04-26,696.5,73.0,49731.25,1113.25,2.239,Exit Trigger,98 days
112,TCS,Long Closed,2013-06-10,762.53,2013-06-28,747.5,65.0,49564.127,-976.95,-1.971,Exit Trigger,18 days
113,TCS,Long Closed,2013-07-02,746.55,2013-07-08,764.0,66.0,49272.299,1151.7,2.337,Exit Trigger,6 days
114,TCS,Long Closed,2013-07-15,800.55,2013-12-03,1008.03,62.0,49634.099,12863.76,25.917,Exit Trigger,141 days
115,TCS,Long Closed,2013-12-31,1080.05,2014-02-20,1103.0,46.0,49682.302,1055.7,2.125,Exit Trigger,51 days
116,TCS,Long Closed,2014-04-25,1113.5,2014-05-28,1070.0,44.0,48994.0,-1914.0,-3.907,Exit Trigger,33 days
